case_id,field,production_value,reference_value,same_or_different,classification,possible_reason,school_convention,resolved,gender_binding
C12-2020-leap-month,decadal_range.疾厄,"[56, 65]","[56, 65]",same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,decadal_range.迁移,"[66, 75]","[66, 75]",same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,decadal_range.仆役,"[76, 85]","[76, 85]",same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,decadal_range.官禄,"[86, 95]","[86, 95]",same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,decadal_range.田宅,"[96, 105]","[96, 105]",same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,decadal_range.福德,"[106, 115]","[106, 115]",same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,decadal_range.父母,"[116, 125]","[116, 125]",same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.命宫,沐浴,沐浴,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.兄弟,冠带,冠带,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.夫妻,临官,临官,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.子女,帝旺,帝旺,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.财帛,衰,衰,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.疾厄,病,病,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.迁移,死,死,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.仆役,墓,墓,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.官禄,绝,绝,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.田宅,胎,胎,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.福德,养,养,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,changsheng12.父母,长生,长生,same,IDENTICAL,,,True,gender_dependent
C12-2020-leap-month,horoscope.yearly.palace_ground,,,different,FIELD_UNAVAILABLE,参考实现只暴露十年运（大限）导航接口，其运限盘与 iztro 的 horoscope 链式接口不是同一模型；强行对齐需要在本项目里重实现流年/流月，那会破坏『独立实现源』的前提。,,False,not_comparable
C12-2020-leap-month,horoscope.monthly.palace_ground,,,different,FIELD_UNAVAILABLE,参考实现只暴露十年运（大限）导航接口，其运限盘与 iztro 的 horoscope 链式接口不是同一模型；强行对齐需要在本项目里重实现流年/流月，那会破坏『独立实现源』的前提。,,False,not_comparable
C13-2023-leap-month,five_elements_class,水二局,水二局,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,soul_palace,8,8,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,body_palace,6,6,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,destiny_master,禄存,文曲,different,DIFFERENT_SUSPECTED_IMP_BUG,参考实现以**生年地支**索引命主表；命主的标准定义是以**命宫地支**查表（身主才是以生年支查表）。这是参考实现的疑似实现问题，不是流派差异；本条不影响生产引擎（iztro 按标准口径给出命主）。,,False,gender_independent
C13-2023-leap-month,body_master,天同,天同,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.命宫,8,8,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.兄弟,7,7,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.夫妻,6,6,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.子女,5,5,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.财帛,4,4,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.疾厄,3,3,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.迁移,2,2,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.仆役,1,1,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.官禄,0,0,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.田宅,11,11,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.福德,10,10,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_branch.父母,9,9,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.命宫,壬,壬,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.兄弟,辛,辛,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.夫妻,庚,庚,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.子女,己,己,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.财帛,戊,戊,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.疾厄,丁,丁,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.迁移,丙,丙,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.仆役,乙,乙,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.官禄,甲,甲,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.田宅,乙,乙,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.福德,甲,甲,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,palace_stem.父母,癸,癸,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.命宫,['贪狼'],['贪狼'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.兄弟,['太阴'],['太阴'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.夫妻,"['天府', '紫微']","['天府', '紫微']",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.子女,['天机'],['天机'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.财帛,['破军'],['破军'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.疾厄,['太阳'],['太阳'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.迁移,['武曲'],['武曲'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.仆役,['天同'],['天同'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.官禄,['七杀'],['七杀'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.田宅,['天梁'],['天梁'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.福德,"['天相', '廉贞']","['天相', '廉贞']",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,major_stars.父母,['巨门'],['巨门'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.命宫,[],[],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.兄弟,"['右弼', '文曲']","['右弼', '文曲']",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.夫妻,[],[],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.子女,[],[],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.财帛,['地空'],['地空'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.疾厄,"['天钺', '天马', '左辅', '文昌']","['天钺', '天马', '左辅', '文昌']",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.迁移,['地劫'],['地劫'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.仆役,"['天魁', '铃星']","['天魁', '铃星']",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.官禄,['火星'],['火星'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.田宅,['擎羊'],['擎羊'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.福德,['禄存'],['禄存'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,minor_stars.父母,['陀罗'],['陀罗'],same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,mutagen.禄,破军,破军,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,mutagen.权,巨门,巨门,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,mutagen.科,太阴,太阴,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,mutagen.忌,贪狼,贪狼,same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.命宫,"[0, 2, 4, 8]","[0, 2, 4, 8]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.兄弟,"[1, 3, 7, 11]","[1, 3, 7, 11]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.夫妻,"[0, 2, 6, 10]","[0, 2, 6, 10]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.子女,"[1, 5, 9, 11]","[1, 5, 9, 11]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.财帛,"[0, 4, 8, 10]","[0, 4, 8, 10]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.疾厄,"[3, 7, 9, 11]","[3, 7, 9, 11]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.迁移,"[2, 6, 8, 10]","[2, 6, 8, 10]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.仆役,"[1, 5, 7, 9]","[1, 5, 7, 9]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.官禄,"[0, 4, 6, 8]","[0, 4, 6, 8]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.田宅,"[3, 5, 7, 11]","[3, 5, 7, 11]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.福德,"[2, 4, 6, 10]","[2, 4, 6, 10]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,trine.父母,"[1, 3, 5, 9]","[1, 3, 5, 9]",same,IDENTICAL,,,True,gender_independent
C13-2023-leap-month,decadal_range.命宫,"[2, 11]","[2, 11]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,decadal_range.兄弟,"[112, 121]","[112, 121]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,decadal_range.夫妻,"[102, 111]","[102, 111]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,decadal_range.子女,"[92, 101]","[92, 101]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,decadal_range.财帛,"[82, 91]","[82, 91]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,decadal_range.疾厄,"[72, 81]","[72, 81]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,decadal_range.迁移,"[62, 71]","[62, 71]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,decadal_range.仆役,"[52, 61]","[52, 61]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,decadal_range.官禄,"[42, 51]","[42, 51]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,decadal_range.田宅,"[32, 41]","[32, 41]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,decadal_range.福德,"[22, 31]","[22, 31]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,decadal_range.父母,"[12, 21]","[12, 21]",same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.命宫,冠带,冠带,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.兄弟,沐浴,沐浴,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.夫妻,长生,长生,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.子女,养,养,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.财帛,胎,胎,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.疾厄,绝,绝,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.迁移,墓,墓,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.仆役,死,死,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.官禄,病,病,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.田宅,衰,衰,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.福德,帝旺,帝旺,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,changsheng12.父母,临官,临官,same,IDENTICAL,,,True,gender_dependent
C13-2023-leap-month,horoscope.yearly.palace_ground,,,different,FIELD_UNAVAILABLE,参考实现只暴露十年运（大限）导航接口，其运限盘与 iztro 的 horoscope 链式接口不是同一模型；强行对齐需要在本项目里重实现流年/流月，那会破坏『独立实现源』的前提。,,False,not_comparable
C13-2023-leap-month,horoscope.monthly.palace_ground,,,different,FIELD_UNAVAILABLE,参考实现只暴露十年运（大限）导航接口，其运限盘与 iztro 的 horoscope 链式接口不是同一模型；强行对齐需要在本项目里重实现流年/流月，那会破坏『独立实现源』的前提。,,False,not_comparable
C14-2023-spring-festival,five_elements_class,水二局,水二局,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,soul_palace,9,9,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,body_palace,3,3,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,destiny_master,巨门,文曲,different,DIFFERENT_SUSPECTED_IMP_BUG,参考实现以**生年地支**索引命主表；命主的标准定义是以**命宫地支**查表（身主才是以生年支查表）。这是参考实现的疑似实现问题，不是流派差异；本条不影响生产引擎（iztro 按标准口径给出命主）。,,False,gender_independent
C14-2023-spring-festival,body_master,天同,天同,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.命宫,9,9,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.兄弟,8,8,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.夫妻,7,7,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.子女,6,6,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.财帛,5,5,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.疾厄,4,4,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.迁移,3,3,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.仆役,2,2,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.官禄,1,1,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.田宅,0,0,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.福德,11,11,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_branch.父母,10,10,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.命宫,癸,癸,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.兄弟,壬,壬,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.夫妻,辛,辛,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.子女,庚,庚,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.财帛,己,己,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.疾厄,戊,戊,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.迁移,丁,丁,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.仆役,丙,丙,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.官禄,乙,乙,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.田宅,甲,甲,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.福德,乙,乙,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,palace_stem.父母,甲,甲,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.命宫,[],[],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.兄弟,['太阳'],['太阳'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.夫妻,"['七杀', '武曲']","['七杀', '武曲']",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.子女,"['天同', '天梁']","['天同', '天梁']",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.财帛,['天相'],['天相'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.疾厄,['巨门'],['巨门'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.迁移,"['廉贞', '贪狼']","['廉贞', '贪狼']",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.仆役,['太阴'],['太阴'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.官禄,['天府'],['天府'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.田宅,[],[],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.福德,"['破军', '紫微']","['破军', '紫微']",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,major_stars.父母,['天机'],['天机'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.命宫,['陀罗'],['陀罗'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.兄弟,['右弼'],['右弼'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.夫妻,[],[],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.子女,['地空'],['地空'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.财帛,"['文昌', '文曲']","['文昌', '文曲']",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.疾厄,[],[],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.迁移,"['天钺', '天马']","['天钺', '天马']",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.仆役,['左辅'],['左辅'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.官禄,['天魁'],['天魁'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.田宅,['地劫'],['地劫'],same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.福德,"['擎羊', '铃星']","['擎羊', '铃星']",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,minor_stars.父母,"['火星', '禄存']","['火星', '禄存']",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,mutagen.禄,破军,破军,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,mutagen.权,巨门,巨门,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,mutagen.科,太阴,太阴,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,mutagen.忌,贪狼,贪狼,same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.命宫,"[1, 3, 5, 9]","[1, 3, 5, 9]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.兄弟,"[0, 2, 4, 8]","[0, 2, 4, 8]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.夫妻,"[1, 3, 7, 11]","[1, 3, 7, 11]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.子女,"[0, 2, 6, 10]","[0, 2, 6, 10]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.财帛,"[1, 5, 9, 11]","[1, 5, 9, 11]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.疾厄,"[0, 4, 8, 10]","[0, 4, 8, 10]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.迁移,"[3, 7, 9, 11]","[3, 7, 9, 11]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.仆役,"[2, 6, 8, 10]","[2, 6, 8, 10]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.官禄,"[1, 5, 7, 9]","[1, 5, 7, 9]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.田宅,"[0, 4, 6, 8]","[0, 4, 6, 8]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.福德,"[3, 5, 7, 11]","[3, 5, 7, 11]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,trine.父母,"[2, 4, 6, 10]","[2, 4, 6, 10]",same,IDENTICAL,,,True,gender_independent
C14-2023-spring-festival,decadal_range.命宫,"[2, 11]","[2, 11]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,decadal_range.兄弟,"[112, 121]","[112, 121]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,decadal_range.夫妻,"[102, 111]","[102, 111]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,decadal_range.子女,"[92, 101]","[92, 101]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,decadal_range.财帛,"[82, 91]","[82, 91]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,decadal_range.疾厄,"[72, 81]","[72, 81]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,decadal_range.迁移,"[62, 71]","[62, 71]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,decadal_range.仆役,"[52, 61]","[52, 61]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,decadal_range.官禄,"[42, 51]","[42, 51]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,decadal_range.田宅,"[32, 41]","[32, 41]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,decadal_range.福德,"[22, 31]","[22, 31]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,decadal_range.父母,"[12, 21]","[12, 21]",same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.命宫,临官,临官,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.兄弟,冠带,冠带,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.夫妻,沐浴,沐浴,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.子女,长生,长生,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.财帛,养,养,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.疾厄,胎,胎,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.迁移,绝,绝,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.仆役,墓,墓,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.官禄,死,死,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.田宅,病,病,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.福德,衰,衰,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,changsheng12.父母,帝旺,帝旺,same,IDENTICAL,,,True,gender_dependent
C14-2023-spring-festival,horoscope.yearly.palace_ground,,,different,FIELD_UNAVAILABLE,参考实现只暴露十年运（大限）导航接口，其运限盘与 iztro 的 horoscope 链式接口不是同一模型；强行对齐需要在本项目里重实现流年/流月，那会破坏『独立实现源』的前提。,,False,not_comparable
C14-2023-spring-festival,horoscope.monthly.palace_ground,,,different,FIELD_UNAVAILABLE,参考实现只暴露十年运（大限）导航接口，其运限盘与 iztro 的 horoscope 链式接口不是同一模型；强行对齐需要在本项目里重实现流年/流月，那会破坏『独立实现源』的前提。,,False,not_comparable
C15-2024-chunjie,five_elements_class,木三局,木三局,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,soul_palace,2,2,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,body_palace,10,10,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,destiny_master,廉贞,廉贞,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,body_master,文昌,文昌,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.命宫,2,2,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.兄弟,1,1,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.夫妻,0,0,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.子女,11,11,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.财帛,10,10,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.疾厄,9,9,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.迁移,8,8,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.仆役,7,7,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.官禄,6,6,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.田宅,5,5,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.福德,4,4,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_branch.父母,3,3,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.命宫,戊,戊,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.兄弟,丁,丁,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.夫妻,丙,丙,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.子女,丁,丁,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.财帛,丙,丙,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.疾厄,乙,乙,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.迁移,甲,甲,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.仆役,癸,癸,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.官禄,壬,壬,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.田宅,辛,辛,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.福德,庚,庚,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,palace_stem.父母,己,己,same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.命宫,"['天相', '紫微']","['天相', '紫微']",same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.兄弟,"['天机', '巨门']","['天机', '巨门']",same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.夫妻,['贪狼'],['贪狼'],same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.子女,"['太阳', '太阴']","['太阳', '太阴']",same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.财帛,"['天府', '武曲']","['天府', '武曲']",same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.疾厄,['天同'],['天同'],same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.迁移,['破军'],['破军'],same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.仆役,[],[],same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.官禄,['廉贞'],['廉贞'],same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.田宅,[],[],same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.福德,['七杀'],['七杀'],same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,major_stars.父母,['天梁'],['天梁'],same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,minor_stars.命宫,['左辅'],['左辅'],same,IDENTICAL,,,True,gender_independent
C15-2024-chunjie,minor_stars.兄弟,['擎羊'],['擎羊'],same,IDENTICAL,,,True,gender_independent
